priority,category,channel,complexity_score,response_time_hours,resolution_time_hours,previous_tickets,customer_tenure_months,customer_age,sla_breach,escalated
Medium,Payment Problem,Chat,2,3.07,33.56,1,7,26,0,0
Medium,Payment Problem,Portal,3,19.89,105.14,2,12,56,1,0
Low,Billing Dispute,Phone,3,32.38,171.17,2,9,37,1,0
Medium,Integration Failure,Phone,6,3.88,17.82,3,47,23,0,0
High,Account Suspension,Phone,5,6.98,28.02,2,5,37,1,0
High,Security Breach,Email,4,1.0,22.43,4,26,41,0,0
Medium,Billing Dispute,Email,2,9.4,36.8,1,47,66,0,0
Urgent,Feature Request,Chat,9,0.67,3.64,2,40,68,0,0
Low,Payment Problem,Chat,4,62.87,212.12,2,61,39,1,0
Urgent,Feature Request,Chat,9,0.46,2.72,6,1,68,0,0
Low,Feature Request,Phone,3,8.8,87.85,1,42,41,0,0
Medium,Integration Failure,Email,3,7.71,44.57,3,32,40,0,0
Medium,Billing Dispute,Phone,5,13.7,100.23,7,70,38,1,0
Medium,Subscription Cancellation,Email,4,15.23,94.64,3,58,33,1,0
High,Billing Dispute,Email,5,3.02,21.59,3,32,44,0,0
Medium,Subscription Cancellation,Chat,4,10.39,30.39,3,46,42,0,0
Medium,Account Suspension,Phone,2,17.88,102.87,3,69,62,1,0
High,Subscription Cancellation,Email,6,3.17,21.75,2,21,52,0,0
High,Login Issue,Chat,6,7.32,48.14,2,14,60,1,0
Urgent,Account Suspension,Phone,7,0.51,5.14,1,41,45,0,0
Low,Subscription Cancellation,Email,2,66.71,229.51,9,57,41,1,0
High,Security Breach,Chat,4,2.66,19.2,6,48,51,0,0
High,Feature Request,Portal,7,3.24,8.01,2,50,27,0,0
Medium,Account Suspension,Chat,6,30.89,74.85,2,24,52,1,0
Medium,Feature Request,Email,5,7.57,16.01,5,71,41,0,0
Medium,Data Loss,Chat,6,30.25,105.63,2,59,31,1,0
Low,Billing Dispute,Chat,2,17.55,107.36,2,65,51,0,0
Low,Subscription Cancellation,Email,4,48.3,199.12,2,28,54,1,0
Low,Feature Request,Email,3,33.32,174.35,4,21,65,1,0
High,Subscription Cancellation,Email,6,6.42,27.76,2,37,61,1,0
High,Feature Request,Email,8,7.26,26.63,3,16,61,1,1
Urgent,Security Breach,Email,10,0.64,5.24,1,70,56,0,0
High,Performance Issue,Chat,5,1.69,12.4,3,21,47,0,0
Low,Security Breach,Chat,4,35.76,293.97,3,54,59,1,0
Urgent,Payment Problem,Portal,9,0.23,6.65,2,2,59,0,0
Urgent,Subscription Cancellation,Chat,8,1.5,13.85,1,16,63,1,1
Medium,Security Breach,Portal,6,25.49,66.15,2,15,50,1,0
High,Login Issue,Chat,8,1.22,13.17,0,16,22,0,0
Urgent,Subscription Cancellation,Email,6,1.16,9.6,3,68,29,1,1
Medium,Integration Failure,Chat,6,14.9,94.65,4,58,66,1,0
Urgent,Billing Dispute,Phone,8,0.91,6.9,5,27,33,0,0
Low,Billing Dispute,Email,1,28.02,205.15,0,24,40,1,0
Low,Payment Problem,Email,1,13.3,73.47,2,70,34,0,0
Medium,Login Issue,Email,2,28.89,115.82,1,34,18,1,0
High,Payment Problem,Chat,8,1.47,12.03,3,38,59,0,0
Urgent,Account Suspension,Email,9,0.92,2.93,2,43,23,0,0
Urgent,Subscription Cancellation,Email,9,0.22,2.76,0,21,45,0,0
Medium,Login Issue,Email,5,33.27,104.42,4,30,22,1,0
Low,Data Loss,Phone,3,11.85,53.03,5,41,58,0,0
Urgent,Feature Request,Chat,9,0.49,7.59,2,6,26,0,0
High,Integration Failure,Chat,8,2.22,22.23,3,62,18,0,0
Low,Subscription Cancellation,Chat,4,70.7,275.43,4,37,65,1,0
Medium,Integration Failure,Chat,4,27.52,86.66,3,15,20,1,0
High,Login Issue,Email,5,3.44,15.12,2,18,47,0,0
High,Feature Request,Chat,4,0.88,21.74,1,10,58,0,0
Medium,Payment Problem,Email,3,33.65,72.78,1,67,38,1,0
Medium,Subscription Cancellation,Chat,2,18.07,85.51,0,62,58,1,0
Urgent,Feature Request,Chat,6,0.44,4.49,0,68,34,0,0
High,Integration Failure,Email,8,1.02,12.79,0,11,21,0,0
Medium,Performance Issue,Email,4,10.64,42.23,3,64,64,0,0
Medium,Login Issue,Email,2,25.2,101.48,4,1,50,1,0
High,Login Issue,Email,6,5.08,58.13,2,35,64,1,0
Low,Integration Failure,Email,2,44.52,144.11,6,15,57,1,0
Low,Integration Failure,Portal,4,43.78,270.98,3,9,47,1,0
Medium,Account Suspension,Chat,6,14.36,74.84,1,44,62,1,0
Medium,Payment Problem,Chat,3,5.53,32.84,3,40,45,0,0
High,Integration Failure,Phone,5,6.63,50.04,5,14,41,1,0
Low,Security Breach,Chat,4,68.33,155.78,2,56,59,1,0
High,Billing Dispute,Portal,8,3.22,18.88,4,6,40,0,0
Medium,Billing Dispute,Portal,6,3.84,25.03,3,19,34,0,0
Low,Subscription Cancellation,Phone,4,21.57,57.73,1,71,60,0,0
Low,Data Loss,Portal,2,60.29,211.22,3,16,60,1,0
Urgent,Subscription Cancellation,Email,7,2.03,17.57,3,60,45,1,1
Urgent,Account Suspension,Chat,10,1.92,13.38,5,29,53,1,1
Low,Feature Request,Portal,4,21.48,78.53,3,49,50,0,0
High,Data Loss,Chat,5,1.72,10.92,1,66,51,0,0
High,Feature Request,Portal,4,1.91,12.16,3,1,31,0,0
Urgent,Billing Dispute,Email,8,0.72,7.3,0,2,51,0,0
Medium,Billing Dispute,Chat,3,30.51,114.56,1,46,45,1,0
High,Billing Dispute,Portal,5,1.78,21.05,1,38,19,0,0
Low,Integration Failure,Chat,4,68.44,197.26,3,27,32,1,0
Medium,Account Suspension,Phone,6,19.04,54.77,5,40,39,1,0
Urgent,Security Breach,Email,9,0.46,7.18,3,4,48,0,0
Medium,Subscription Cancellation,Phone,2,17.68,79.73,4,16,31,1,0
Medium,Feature Request,Portal,3,7.23,39.47,2,64,36,0,0
Low,Performance Issue,Chat,3,71.97,218.63,2,40,51,1,0
High,Subscription Cancellation,Email,4,9.86,56.42,1,32,69,1,0
High,Login Issue,Email,4,2.21,9.02,1,31,48,0,0
Medium,Payment Problem,Portal,4,35.61,108.56,3,43,54,1,0
Urgent,Data Loss,Phone,9,1.19,18.51,2,24,26,1,1
Low,Feature Request,Email,1,39.44,180.73,1,3,38,1,0
Medium,Account Suspension,Email,4,32.31,94.82,2,67,49,1,0
Urgent,Billing Dispute,Phone,7,0.59,2.69,4,66,37,0,0
Medium,Login Issue,Phone,6,13.31,73.86,5,27,55,1,0
Medium,Payment Problem,Email,5,6.51,26.03,1,11,55,0,0
Medium,Feature Request,Email,4,2.6,17.36,1,37,63,0,0
Urgent,Security Breach,Phone,7,0.63,4.65,2,11,22,0,0
Low,Billing Dispute,Chat,4,55.25,240.85,0,35,25,1,0
Urgent,Feature Request,Portal,9,0.35,5.78,4,50,40,0,0
High,Performance Issue,Chat,8,3.76,14.53,3,31,35,0,0
Low,Performance Issue,Phone,2,64.42,152.74,0,33,23,1,0
High,Account Suspension,Chat,5,7.93,29.05,2,14,27,1,0
Medium,Performance Issue,Portal,3,5.19,40.06,3,36,28,0,0
Medium,Security Breach,Chat,6,2.51,31.86,6,66,43,0,0
High,Account Suspension,Email,7,9.67,51.6,3,3,22,1,1
Urgent,Data Loss,Email,8,0.4,2.57,1,43,69,0,0
Low,Security Breach,Portal,1,44.4,206.17,4,56,19,1,0
Medium,Account Suspension,Chat,6,6.26,42.6,4,28,66,0,0
Medium,Security Breach,Chat,4,10.08,36.49,1,34,63,0,0
Medium,Performance Issue,Chat,5,32.61,104.3,3,32,18,1,0
Medium,Data Loss,Email,2,9.39,29.1,2,60,51,0,0
Low,Security Breach,Email,2,61.37,257.16,4,16,51,1,0
High,Data Loss,Email,4,8.16,48.98,3,63,61,1,0
Medium,Payment Problem,Chat,5,9.52,18.57,3,64,27,0,0
Low,Security Breach,Phone,3,20.25,43.11,3,28,58,0,0
Urgent,Subscription Cancellation,Phone,7,0.57,3.32,3,32,57,0,0
Urgent,Billing Dispute,Portal,7,0.88,2.81,1,67,19,0,0
Medium,Performance Issue,Chat,2,35.78,91.64,1,33,20,1,0
Medium,Feature Request,Phone,3,17.2,117.66,1,56,48,1,0
High,Data Loss,Email,4,11.84,52.39,5,53,48,1,0
Medium,Performance Issue,Email,2,18.8,102.88,4,35,38,1,0
Low,Login Issue,Email,3,68.99,271.45,2,26,44,1,0
High,Subscription Cancellation,Chat,4,3.35,21.26,4,38,39,0,0
Low,Performance Issue,Email,3,68.17,183.07,5,27,35,1,0
Low,Billing Dispute,Email,2,13.1,43.04,0,62,58,0,0
Low,Subscription Cancellation,Chat,1,33.29,258.23,2,26,65,1,0
Low,Billing Dispute,Chat,3,8.81,69.29,1,62,64,0,0
Low,Performance Issue,Chat,2,40.29,290.82,1,7,23,1,0
Urgent,Subscription Cancellation,Chat,7,1.57,19.25,1,51,33,1,1
Medium,Feature Request,Email,3,11.11,44.79,0,17,63,0,0
Low,Feature Request,Email,2,33.52,262.17,2,10,57,1,0
Low,Billing Dispute,Email,4,57.67,234.96,1,10,49,1,0
Urgent,Billing Dispute,Email,8,2.07,17.39,0,70,53,1,1
Medium,Payment Problem,Chat,2,13.98,71.3,2,36,19,1,0
Medium,Feature Request,Phone,4,18.02,52.95,2,37,18,1,0
Urgent,Feature Request,Email,8,0.9,4.8,1,25,50,0,0
Medium,Data Loss,Chat,6,31.82,95.79,1,25,36,1,0
Medium,Account Suspension,Phone,4,26.56,109.18,1,1,28,1,0
Low,Security Breach,Email,3,29.9,140.53,6,55,47,1,0
Medium,Data Loss,Email,4,16.36,55.87,1,54,46,1,0
Medium,Billing Dispute,Chat,5,29.86,115.75,1,51,28,1,0
High,Integration Failure,Chat,4,10.15,33.16,2,47,32,1,0
Medium,Security Breach,Chat,4,35.04,99.05,3,35,44,1,0
High,Integration Failure,Phone,7,5.96,31.34,4,37,47,1,1
Low,Login Issue,Email,3,16.48,106.29,3,11,52,0,0
Low,Billing Dispute,Chat,2,12.56,94.35,0,1,44,0,0
Medium,Performance Issue,Email,2,15.8,56.46,3,55,69,1,0
Urgent,Account Suspension,Phone,10,0.45,3.82,3,58,39,0,0
Medium,Integration Failure,Portal,5,21.58,117.97,1,57,35,1,0
High,Security Breach,Email,8,2.16,20.4,0,29,45,0,0
Medium,Billing Dispute,Email,6,19.88,56.0,2,9,43,1,0
Low,Data Loss,Email,4,51.6,183.63,2,22,55,1,0
Low,Payment Problem,Email,4,15.72,61.66,1,16,40,0,0
Medium,Subscription Cancellation,Email,5,22.61,85.04,3,52,46,1,0
Low,Feature Request,Chat,2,43.43,178.35,2,45,21,1,0
Low,Account Suspension,Portal,3,56.29,271.34,0,66,63,1,0
High,Account Suspension,Chat,7,0.96,14.54,3,20,57,0,0
Low,Feature Request,Email,4,65.91,134.11,3,69,48,1,0
High,Feature Request,Email,8,11.81,39.49,2,20,46,1,1
Medium,Feature Request,Email,2,2.9,32.9,1,16,44,0,0
Medium,Payment Problem,Email,5,8.78,34.97,2,38,57,0,0
High,Login Issue,Phone,8,1.56,8.7,4,36,61,0,0
Medium,Payment Problem,Email,5,23.0,86.22,3,41,35,1,0
Medium,Data Loss,Portal,2,4.84,27.83,3,33,29,0,0
High,Login Issue,Chat,4,1.44,9.95,2,45,34,0,0
Urgent,Subscription Cancellation,Chat,9,0.53,3.34,3,61,62,0,0
Low,Feature Request,Chat,1,11.49,111.9,2,7,25,0,0
Low,Payment Problem,Phone,3,45.82,201.47,1,58,25,1,0
Urgent,Performance Issue,Chat,10,0.81,5.73,2,4,25,0,0
Medium,Data Loss,Email,6,35.51,66.66,2,57,47,1,0
High,Subscription Cancellation,Email,6,1.23,22.12,4,64,69,0,0
Medium,Subscription Cancellation,Portal,3,9.1,43.94,3,13,19,0,0
Low,Security Breach,Email,3,14.68,97.89,5,53,30,0,0
High,Security Breach,Chat,4,7.23,41.06,0,21,69,1,0
Medium,Subscription Cancellation,Chat,3,28.26,80.7,2,54,53,1,0
Low,Login Issue,Email,1,66.6,281.49,4,51,55,1,0
Medium,Billing Dispute,Email,2,8.17,41.5,2,55,55,0,0
High,Data Loss,Email,4,2.91,21.62,5,39,23,0,0
High,Security Breach,Phone,7,1.24,11.46,1,25,21,0,0
Low,Account Suspension,Chat,4,17.63,87.65,5,60,43,0,0
Medium,Feature Request,Phone,5,11.28,35.36,4,34,51,0,0
High,Data Loss,Phone,5,3.68,12.82,1,46,48,0,0
High,Subscription Cancellation,Email,5,7.51,29.58,0,23,54,1,0
High,Subscription Cancellation,Chat,4,11.11,29.91,1,29,28,1,0
Low,Performance Issue,Phone,4,53.37,273.61,4,25,20,1,0
High,Billing Dispute,Chat,7,5.3,37.88,4,25,20,1,1
High,Feature Request,Chat,6,3.73,21.09,2,13,69,0,0
Low,Account Suspension,Phone,3,54.36,180.1,1,70,18,1,0
Medium,Integration Failure,Email,4,3.35,20.72,0,7,64,0,0
Medium,Security Breach,Phone,6,7.55,26.66,2,20,63,0,0
High,Performance Issue,Email,4,2.96,18.49,0,6,23,0,0
Low,Subscription Cancellation,Chat,2,37.22,236.19,1,7,39,1,0
High,Billing Dispute,Email,8,2.85,9.54,4,67,28,0,0
Urgent,Login Issue,Phone,8,0.92,7.5,2,61,43,0,0
High,Performance Issue,Chat,6,6.16,59.27,3,42,59,1,0
Urgent,Billing Dispute,Chat,9,0.57,3.81,3,5,40,0,0
Urgent,Data Loss,Phone,8,1.7,14.74,0,51,55,1,1
Low,Data Loss,Portal,3,11.78,53.75,7,35,23,0,0
High,Payment Problem,Phone,7,3.31,22.68,2,57,55,0,0
Medium,Performance Issue,Email,4,9.81,25.27,3,58,48,0,0
Urgent,Data Loss,Portal,7,0.21,7.09,2,59,64,0,0
Medium,Subscription Cancellation,Chat,4,15.98,81.63,4,49,39,1,0
Urgent,Data Loss,Chat,6,1.76,16.82,4,38,20,1,1
High,Billing Dispute,Portal,7,1.71,21.32,1,21,43,0,0
High,Integration Failure,Email,8,1.08,16.89,2,36,19,0,0
Low,Security Breach,Email,2,57.76,170.79,4,20,39,1,0
Low,Subscription Cancellation,Chat,1,55.71,265.99,5,45,45,1,0
High,Feature Request,Phone,6,1.54,21.38,4,46,32,0,0
Low,Billing Dispute,Chat,2,42.89,146.97,3,14,23,1,0
Urgent,Integration Failure,Chat,6,0.57,4.34,5,19,49,0,0
Low,Data Loss,Chat,1,28.47,298.76,2,70,38,1,0
High,Account Suspension,Chat,7,1.26,17.37,1,51,42,0,0
Medium,Payment Problem,Phone,4,27.95,64.5,2,3,38,1,0
High,Integration Failure,Email,6,2.26,20.35,4,3,36,0,0
High,Data Loss,Phone,7,2.6,14.55,4,51,29,0,0
Medium,Integration Failure,Phone,6,11.16,41.29,7,54,27,0,0
Low,Integration Failure,Chat,2,60.85,260.27,4,34,55,1,0
Low,Billing Dispute,Email,3,22.23,92.32,1,58,63,0,0
High,Account Suspension,Email,8,8.89,35.48,4,3,42,1,1
Medium,Data Loss,Phone,6,2.41,31.82,4,21,33,0,0
High,Account Suspension,Email,5,1.08,20.54,3,3,62,0,0
Medium,Performance Issue,Chat,4,29.09,110.2,3,37,56,1,0
Medium,Billing Dispute,Email,4,20.16,64.26,2,17,45,1,0
Medium,Security Breach,Chat,2,6.12,26.91,7,22,69,0,0
Low,Security Breach,Phone,2,57.2,209.26,2,10,39,1,0
Medium,Integration Failure,Phone,5,20.8,85.11,4,44,19,1,0
Urgent,Subscription Cancellation,Chat,9,0.86,4.78,3,51,30,0,0
Urgent,Payment Problem,Phone,6,0.49,2.9,3,8,50,0,0
Medium,Performance Issue,Phone,4,14.21,113.52,0,42,19,1,0
High,Billing Dispute,Email,8,11.88,52.66,1,14,27,1,1
Urgent,Subscription Cancellation,Email,7,0.57,4.64,4,17,63,0,0
Medium,Login Issue,Portal,4,21.19,116.73,2,17,53,1,0
Low,Payment Problem,Phone,1,67.4,222.95,2,44,26,1,0
Low,Security Breach,Chat,2,65.66,141.73,3,13,37,1,0
Medium,Security Breach,Email,6,14.06,82.58,3,6,41,1,0
Urgent,Subscription Cancellation,Phone,10,0.81,3.47,2,26,56,0,0
High,Performance Issue,Chat,7,2.27,22.77,4,30,28,0,0
Low,Payment Problem,Phone,2,16.92,45.67,3,50,27,0,0
Low,Subscription Cancellation,Portal,4,33.06,183.44,1,23,41,1,0
High,Login Issue,Portal,5,9.47,49.19,1,69,32,1,0
Urgent,Billing Dispute,Portal,8,0.37,3.56,4,11,40,0,0
High,Subscription Cancellation,Email,4,1.15,8.95,1,17,22,0,0
High,Integration Failure,Portal,4,1.2,13.22,3,20,57,0,0
Low,Data Loss,Email,1,40.08,282.44,1,30,59,1,0
Urgent,Integration Failure,Portal,6,0.94,5.4,2,31,66,0,0
High,Payment Problem,Email,7,0.96,18.83,2,71,32,0,0
Medium,Account Suspension,Chat,4,5.38,23.29,3,68,18,0,0
High,Integration Failure,Email,7,8.39,56.4,4,12,59,1,1
Low,Data Loss,Phone,3,35.83,226.21,1,16,19,1,0
Low,Integration Failure,Email,2,22.11,63.6,5,60,54,0,0
Low,Subscription Cancellation,Chat,1,47.4,242.06,4,9,41,1,0
Low,Data Loss,Phone,4,17.27,67.74,1,50,29,0,0
Medium,Billing Dispute,Phone,6,5.64,23.05,2,9,33,0,0
Medium,Account Suspension,Email,6,17.63,104.33,4,52,53,1,0
Medium,Subscription Cancellation,Chat,2,5.13,17.76,3,46,28,0,0
Medium,Login Issue,Email,2,19.58,97.41,4,65,61,1,0
Medium,Login Issue,Phone,4,32.52,88.11,2,35,58,1,0
Low,Payment Problem,Portal,4,27.07,218.28,6,24,31,1,0
High,Feature Request,Phone,7,11.19,37.91,3,27,46,1,1
Medium,Integration Failure,Email,4,22.16,71.28,0,37,53,1,0
Medium,Data Loss,Chat,5,27.26,99.19,3,27,19,1,0
Urgent,Subscription Cancellation,Portal,10,2.63,17.88,2,64,52,1,1
High,Login Issue,Email,5,7.9,39.38,2,34,49,1,0
Urgent,Account Suspension,Chat,8,0.27,3.15,1,21,69,0,0
Medium,Feature Request,Chat,3,7.28,15.07,4,64,59,0,0
Low,Account Suspension,Phone,2,31.94,229.4,2,35,41,1,0
High,Integration Failure,Portal,6,10.67,34.8,1,17,44,1,0
Low,Performance Issue,Email,3,55.94,201.37,0,31,39,1,0
Medium,Feature Request,Phone,5,7.73,31.79,1,44,43,0,0
Low,Security Breach,Chat,2,4.81,92.44,1,12,53,0,0
Urgent,Performance Issue,Email,10,0.92,4.6,3,24,65,0,0
Low,Performance Issue,Email,1,32.34,250.03,2,12,31,1,0
Urgent,Integration Failure,Chat,10,0.34,7.15,3,22,36,0,0
Urgent,Account Suspension,Email,9,2.97,11.91,2,68,18,1,1
Medium,Billing Dispute,Phone,4,15.24,99.63,2,56,51,1,0
High,Login Issue,Email,5,10.04,36.61,0,15,18,1,0
High,Data Loss,Email,5,1.08,8.26,2,30,57,0,0
Urgent,Data Loss,Email,9,0.75,2.83,4,33,22,0,0
Medium,Subscription Cancellation,Email,3,10.4,36.31,4,48,31,0,0
High,Subscription Cancellation,Chat,8,1.85,9.53,1,39,44,0,0
Medium,Performance Issue,Chat,4,20.32,119.77,2,41,19,1,0
Urgent,Performance Issue,Phone,10,0.9,5.23,4,46,64,0,0
Medium,Billing Dispute,Portal,5,3.07,24.15,1,16,39,0,0
Medium,Integration Failure,Phone,6,21.12,93.47,5,57,47,1,0
High,Login Issue,Email,6,9.36,29.43,4,51,28,1,0
Urgent,Data Loss,Portal,7,0.72,2.67,4,7,32,0,0
High,Billing Dispute,Chat,8,2.16,15.58,3,47,54,0,0
Low,Data Loss,Chat,1,65.33,162.13,3,37,34,1,0
Medium,Security Breach,Chat,6,32.56,57.68,1,47,56,1,0
Urgent,Subscription Cancellation,Email,10,0.81,5.67,1,28,53,0,0
High,Security Breach,Portal,5,1.31,14.2,3,44,67,0,0
Urgent,Login Issue,Email,8,2.33,14.37,3,42,69,1,1
Low,Login Issue,Chat,1,65.2,260.41,4,47,18,1,0
Medium,Integration Failure,Email,5,3.25,35.87,3,44,33,0,0
High,Feature Request,Phone,5,6.26,53.46,2,4,18,1,0
Urgent,Performance Issue,Phone,10,0.93,2.86,3,17,36,0,0
Low,Subscription Cancellation,Email,4,47.46,145.82,1,10,65,1,0
Urgent,Billing Dispute,Phone,9,2.11,15.26,3,30,26,1,1
Medium,Integration Failure,Phone,3,21.19,114.82,4,51,52,1,0
Low,Billing Dispute,Chat,2,11.86,94.2,3,70,36,0,0
Medium,Feature Request,Chat,2,33.6,99.93,5,20,51,1,0
Medium,Integration Failure,Chat,2,4.28,25.44,6,23,26,0,0
Medium,Account Suspension,Email,4,4.91,32.16,1,59,51,0,0
Low,Data Loss,Phone,4,49.23,248.95,4,68,59,1,0
Low,Performance Issue,Chat,2,10.39,75.42,7,11,30,0,0
Urgent,Performance Issue,Chat,7,0.87,3.6,2,66,31,0,0
Low,Performance Issue,Portal,3,55.26,246.06,4,20,50,1,0
Low,Security Breach,Email,1,49.37,218.56,1,33,41,1,0
Medium,Subscription Cancellation,Email,4,7.84,22.2,2,2,63,0,0
Medium,Integration Failure,Email,3,13.65,88.27,0,39,52,1,0
High,Integration Failure,Email,5,3.03,12.55,2,13,32,0,0
Medium,Security Breach,Email,5,20.85,57.28,1,13,34,1,0
High,Login Issue,Portal,5,9.02,42.27,6,5,66,1,0
High,Subscription Cancellation,Email,5,3.3,22.31,6,34,38,0,0
Low,Feature Request,Phone,2,42.15,173.86,3,38,20,1,0
Low,Feature Request,Email,2,28.09,206.09,0,52,18,1,0
Medium,Performance Issue,Chat,5,2.41,40.03,0,60,31,0,0
Medium,Integration Failure,Portal,2,32.8,116.63,3,3,46,1,0
High,Payment Problem,Email,4,2.44,8.07,1,23,63,0,0
High,Login Issue,Phone,4,2.75,18.9,3,41,24,0,0
Medium,Billing Dispute,Portal,2,26.81,74.43,1,49,57,1,0
Low,Performance Issue,Chat,3,7.84,44.37,4,55,34,0,0
Low,Feature Request,Email,2,28.14,258.96,1,58,42,1,0
High,Feature Request,Phone,6,1.53,14.55,4,40,58,0,0
Medium,Subscription Cancellation,Phone,6,35.79,66.72,3,18,64,1,0
Medium,Login Issue,Email,6,22.73,101.01,2,56,60,1,0
Low,Login Issue,Chat,2,68.58,169.14,1,35,44,1,0
High,Payment Problem,Email,4,1.58,17.02,3,10,28,0,0
Urgent,Feature Request,Email,6,0.74,4.14,5,7,52,0,0
Medium,Data Loss,Portal,4,13.79,68.05,2,40,28,1,0
Medium,Subscription Cancellation,Chat,2,2.52,15.64,4,56,69,0,0
Urgent,Integration Failure,Email,8,0.55,3.21,3,1,35,0,0
Medium,Data Loss,Chat,3,28.0,115.61,3,17,37,1,0
High,Account Suspension,Email,5,3.69,14.23,2,22,23,0,0
Low,Subscription Cancellation,Email,2,5.33,101.91,2,23,64,0,0
High,Billing Dispute,Chat,6,11.91,51.95,1,44,33,1,0
Low,Integration Failure,Chat,2,47.91,248.28,4,67,64,1,0
Urgent,Login Issue,Email,9,0.77,6.23,1,21,58,0,0
High,Integration Failure,Email,4,2.74,9.82,2,55,57,0,0
High,Subscription Cancellation,Chat,4,1.54,11.05,1,50,19,0,0
High,Feature Request,Phone,6,6.93,52.56,1,18,42,1,0
High,Account Suspension,Portal,8,2.57,17.62,3,27,18,0,0
Medium,Login Issue,Email,6,15.4,107.34,1,35,65,1,0
Urgent,Data Loss,Chat,9,0.78,5.97,4,33,19,0,0
Urgent,Security Breach,Portal,8,0.8,6.48,0,25,24,0,0
Medium,Account Suspension,Chat,2,9.79,32.58,5,55,31,0,0
Urgent,Payment Problem,Portal,8,0.84,6.65,2,60,35,0,0
High,Security Breach,Portal,8,2.87,12.25,2,20,50,0,0
Medium,Billing Dispute,Email,3,9.1,16.52,3,21,46,0,0
Medium,Data Loss,Email,4,26.62,66.33,1,38,56,1,0
Low,Billing Dispute,Email,4,36.74,157.49,3,56,18,1,0
Low,Integration Failure,Email,2,6.29,72.84,3,67,68,0,0
Low,Feature Request,Portal,4,34.54,283.95,5,54,48,1,0
Medium,Integration Failure,Portal,5,17.6,73.69,1,34,62,1,0
Medium,Feature Request,Email,6,9.22,30.53,4,10,61,0,0
Medium,Performance Issue,Chat,5,34.81,107.57,4,50,55,1,0
Urgent,Performance Issue,Chat,10,0.81,6.93,2,17,44,0,0
Medium,Billing Dispute,Chat,4,11.33,23.08,5,60,44,0,0
Medium,Payment Problem,Chat,5,14.2,87.97,0,69,61,1,0
Low,Billing Dispute,Portal,3,27.86,175.07,2,69,62,1,0
Low,Performance Issue,Email,1,17.1,68.72,2,34,19,0,0
High,Security Breach,Email,8,0.88,13.32,5,47,37,0,0
High,Security Breach,Email,8,3.47,8.2,2,33,65,0,0
High,Payment Problem,Chat,5,2.22,7.63,2,15,34,0,0
Low,Payment Problem,Email,1,21.44,84.2,2,58,56,0,0
High,Payment Problem,Chat,5,1.55,9.88,1,2,56,0,0
Medium,Billing Dispute,Chat,2,27.85,62.77,2,56,25,1,0
Low,Data Loss,Phone,2,17.38,63.94,2,36,63,0,0
Low,Subscription Cancellation,Chat,4,39.5,170.88,1,6,20,1,0
Low,Login Issue,Email,4,11.41,94.15,3,27,18,0,0
Medium,Payment Problem,Phone,4,7.36,34.66,4,29,46,0,0
Low,Login Issue,Phone,3,11.71,111.07,0,63,66,0,0
Urgent,Data Loss,Email,9,0.57,4.49,3,41,48,0,0
Medium,Subscription Cancellation,Email,4,23.6,54.58,3,42,24,1,0
Low,Payment Problem,Phone,3,56.77,274.27,4,70,68,1,0
Low,Payment Problem,Email,1,30.11,152.61,4,63,68,1,0
High,Payment Problem,Email,8,3.67,11.39,2,62,30,0,0
Low,Security Breach,Chat,3,6.65,85.17,3,34,57,0,0
Urgent,Data Loss,Email,9,0.45,4.8,3,25,38,0,0
Urgent,Login Issue,Email,9,0.21,6.0,4,38,48,0,0
Low,Feature Request,Chat,4,63.61,164.56,1,46,43,1,0
Medium,Feature Request,Phone,6,15.77,92.14,3,13,47,1,0
Low,Data Loss,Phone,4,39.1,208.28,6,13,50,1,0
High,Payment Problem,Portal,6,2.16,16.36,1,39,51,0,0
Medium,Feature Request,Email,4,10.0,41.92,2,58,67,0,0
Medium,Login Issue,Email,5,9.31,31.04,1,67,19,0,0
Low,Feature Request,Phone,2,33.24,256.48,1,54,22,1,0
High,Login Issue,Chat,5,7.79,51.4,1,53,64,1,0
Medium,Payment Problem,Email,4,20.79,97.29,0,51,57,1,0
Low,Payment Problem,Email,1,69.65,213.21,2,29,63,1,0
High,Billing Dispute,Email,8,10.9,26.51,3,71,23,1,1
High,Performance Issue,Chat,4,1.25,9.09,1,62,45,0,0
Urgent,Security Breach,Email,7,0.52,5.22,1,5,36,0,0
Low,Subscription Cancellation,Portal,2,46.68,139.36,3,51,40,1,0
High,Subscription Cancellation,Email,7,11.7,27.92,0,61,65,1,1
High,Integration Failure,Portal,7,3.19,9.17,3,38,50,0,0
Low,Security Breach,Phone,3,63.29,171.17,2,10,45,1,0
High,Payment Problem,Chat,6,7.2,59.99,3,65,31,1,0
Medium,Subscription Cancellation,Phone,5,8.66,18.15,3,8,23,0,0
Urgent,Login Issue,Phone,9,0.44,3.81,5,58,36,0,0
Low,Integration Failure,Email,1,64.0,246.72,3,30,19,1,0
High,Feature Request,Email,4,3.68,17.76,4,18,24,0,0
Medium,Feature Request,Chat,4,27.11,111.59,2,70,47,1,0
Urgent,Integration Failure,Chat,9,0.6,5.58,2,12,51,0,0
Medium,Performance Issue,Chat,3,10.25,22.69,4,66,27,0,0
Urgent,Account Suspension,Chat,6,0.88,3.64,7,70,53,0,0
Urgent,Login Issue,Chat,7,1.27,18.09,2,56,18,1,1
Medium,Subscription Cancellation,Chat,3,29.1,59.37,0,44,63,1,0
